,gene,locus_tag,product,length,strand,counts,coverage,RPKM,TPM,coverage_FPKM,coverage_TPM,htseq_counts,htseq_FPKM,htseq_TPM
88,nirD,HHKABJCC_00094,nitrite reductase subunit NirD,327,+,1,201.24146625248736,0.5063875815624173,0.4590995247555743,0.615417327989258,0.6031055970267707,1.0,0.5220901634310585,0.5061615876195162
89,nirC,HHKABJCC_00095,nitrite transporter NirC,807,+,15,2863.6660647728936,3.077857605407257,2.7904376318786763,3.548532917934193,3.477542744908226,15.0,3.173298948735244,3.0764839991000335
90,cysG,HHKABJCC_00096,siroheme synthase,1374,+,399,77703.35494941041,48.08581290334299,43.59540923830717,56.55266007962912,55.42129587448353,394.0,48.95564226792629,47.462042667920834
91,HHKABJCC_00097,HHKABJCC_00097,hypothetical protein,168,+,1,201.24146625248733,0.985647256969705,0.8936044321135285,1.1978658705505199,1.1739019656413927,1.0,1.0162112109640247,0.9852073759022727
92,frlA,HHKABJCC_00098,fructoselysine/psicoselysine transporter,1338,+,28,5600.550005806723,3.4652351993912496,3.1416406940672927,4.185762336178418,4.102024070432282,28.0,3.5726887416851807,3.4636887116922948
93,frlB,HHKABJCC_00099,fructoselysine 6-phosphate deglycase,1023,+,100,19741.787839369008,16.18658251915058,14.675028797172315,19.297935326851427,18.911870493981105,99.5,16.60506999264383,16.09846187251456
94,frlC,HHKABJCC_00100,fructoselysine 3-epimerase,831,+,16,2994.473017837011,3.188230838429082,2.8905038670531464,3.603457301849592,3.531368339096244,14.5,2.978929614811509,2.8880447264716445
95,frlD,HHKABJCC_00101,fructoselysine 6-kinase,786,+,37,7335.251444903162,7.79488975740927,7.066978562363477,9.332380973159239,9.145682031554239,37.0,8.036601637852897,7.7914110033187365
96,frlR,HHKABJCC_00102,putative DNA-binding transcriptional regulator FrlR,732,+,221,42292.906547622726,49.99332152564373,45.324788737037004,57.77719473718952,56.62133310473329,220.0,51.31033655359338,49.7448970127705
97,yhfS,HHKABJCC_00103,putative aminotransferase YhfS,1086,-,11,1825.2600989100602,1.6772340063351887,1.5206086469114186,1.6807183231216023,1.6470947137805974,10.0,1.5720394423752868,1.5240777085781014
98,yhfT,HHKABJCC_00104,putative protein YhfT,1305,-,22,4137.5245461511395,2.7915343001992565,2.5308520927904996,3.1705168936024055,3.107089119910055,19.5,2.551040557178655,2.4732102401960505
99,HHKABJCC_00105,HHKABJCC_00105,hypothetical protein,354,-,8,1511.3234115561797,3.742118399342609,3.3926676744649216,4.269275173887514,4.183866192119866,7.5,3.6170229542787324,3.50667032100809
100,php,HHKABJCC_00106,putative hydrolase,879,-,5,1004.1949165999117,0.9419154674113221,0.8539564538968873,1.1424288015926185,1.1195739429311629,5.0,0.9711233415355867,0.9414951032513186
101,yhfW,HHKABJCC_00107,putative mutase YhfW,1227,-,8,1487.1744356058814,1.0796331812284299,0.978813656691591,1.2120411048132693,1.187793617264142,7.5,1.0435420748285829,1.0117043957920648
102,yhfX,HHKABJCC_00108,putative PLP-binding protein YhfX,1164,-,11,2096.9360783509183,1.5648420368385008,1.4187121911905505,1.8014914762464933,1.765451739667695,10.5,1.540031422801151,1.4930462294601454
103,yhfY,HHKABJCC_00109,PRD domain-containing protein YhfY,363,-,7,1215.4984561650238,3.1931712787778874,2.8949829536239933,3.3484805954959334,3.2814925690788823,6.5,3.0570320726521074,2.9637643374250193
104,yhfZ,HHKABJCC_00110,putative DNA-binding transcriptional regulator YhfZ,906,-,59,11651.880896019014,10.783372639165249,9.776387561930788,12.860795690970214,12.603509050978976,58.5,11.023536182510414,10.687216435284256
105,trpS,HHKABJCC_00111,tryptophan--tRNA ligase,1005,-,1882,338051.4522549158,310.087569273287,281.1306218188328,336.36960423374705,329.6403623308338,1750.5,297.36463459218334,288.2922646117851
106,gph,HHKABJCC_00112,phosphoglycolate phosphatase,759,-,1529,292106.01309481036,333.5773151413993,302.426821720509,384.85640723953935,377.15716263002554,1376.5,309.61907109071495,300.17282752589244
107,rpe,HHKABJCC_00113,ribulose-phosphate 3-epimerase,678,-,1702,301439.5922996007,415.6814661783032,376.8638302371886,444.60116858348186,435.70670018901563,1542.0,388.28261278391795,376.43640408811086
108,dam,HHKABJCC_00114,DNA adenine methyltransferase,837,-,813,127146.370792984,160.84067496529295,145.8208694812356,151.90725303821267,148.86827258446505,684.0,139.51596496331902,135.259438446454
109,damX,HHKABJCC_00115,cell division protein DamX,1287,-,3797,743341.7032141127,488.5318124568352,442.911183238144,577.5770809744465,566.022363049474,3774.5,500.6960281675707,485.4201712336019
110,aroB,HHKABJCC_00116,3-dehydroquinate synthase,1089,-,2626,490924.5320936178,399.29846562241585,362.0107255341241,450.8030597737537,441.78451944903696,2558.0,401.0198995817482,388.7850859042665
111,aroK,HHKABJCC_00117,shikimate kinase 1,522,-,1210,201925.6872377458,383.83596627739774,347.9921627586936,386.83081846311455,379.0920747711271,1146.5,374.97025625709335,363.5301974852272
112,hofQ,HHKABJCC_00118,DNA utilization protein HofQ,1209,-,26,4274.368743202831,3.561048154213128,3.2285063353779098,3.535458017537495,3.4647294144230725,23.5,3.3184465350587007,3.2172032424004735
113,hofP,HHKABJCC_00119,DNA utilization protein HofP,405,-,10,1581.7579247445503,4.088610843726183,3.7068035702487103,3.90557512282605,3.8274421421978917,7.5,3.161545989665855,3.065089613918182
114,hofO,HHKABJCC_00120,DNA utilization protein HofO,441,-,10,1559.6213634567766,3.7548466932179236,3.4042073604324896,3.536556379720582,3.465805803322207,7.5,2.903460602754356,2.8148782168636366
115,hofN,HHKABJCC_00121,DNA utilization protein HofN,540,-,11,1780.9869763345132,3.3731039460741017,3.0581129454551865,3.2981240302490984,3.2321434120659687,8.5,2.6873140912159763,2.6053261718304546
116,hofM,HHKABJCC_00122,DNA utilization protein HofM,780,-,42,8240.838043039355,8.916316724587487,8.083683170503921,10.565176978255584,10.353815336957084,40.0,8.755050432920829,8.487940469311889
117,mrcA,HHKABJCC_00123,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA,2553,+,503,99946.57421429783,32.624808383457875,29.578201696561543,39.148677718095506,38.36548887098081,498.0,33.30211310383634,32.28609083332854
118,nudE,HHKABJCC_00124,ADP-sugar diphosphatase NudE,561,-,242,44641.39445878926,71.43043650509863,64.76003884493336,79.57467817966,77.982747006101,238.0,72.42814449052685,70.21841660976197
119,igaA,HHKABJCC_00125,inner membrane protein IgaA,2136,+,817,159999.04015870256,63.33614227651396,57.42161513772213,74.90591767729521,73.40738738898786,811.0,64.820573535312,62.84294688760901
120,yrfG,HHKABJCC_00126,purine nucleotidase,669,+,497,92216.8894955398,123.01584957838936,111.5282446393889,137.84288414878893,135.08526841788637,469.5,119.81266887294233,116.15727500996663
121,hslR,HHKABJCC_00127,heat shock protein Hsp15,402,+,257,38223.80409999744,105.86145762916414,95.97578348490971,95.08408980098865,93.1818851031333,188.0,79.8408330524571,77.40494965297856
122,hslO,HHKABJCC_00128,molecular chaperone Hsp33,879,+,702,120004.31115568323,132.24493162454965,119.895486127123,136.52367594503212,133.79245163300826,652.5,126.73159607039406,122.86511097429708
123,yhgE,HHKABJCC_00129,putative transport protein YhgE,1725,-,197,38356.62346772408,18.910713980677887,17.144772339263387,22.235723749405263,21.790886992121685,197.0,19.497116659748034,18.902274384267603
124,pck,HHKABJCC_00130,phosphoenolpyruvate carboxykinase (ATP),1623,+,15392,3016231.2451682305,1570.3893242875251,1423.7414555806286,1858.4296026914544,1821.2507904603847,15324.0,1611.932631093368,1562.7537862962663
125,envZ,HHKABJCC_00131,sensor histidine kinase EnvZ,1353,-,475,86714.9478081968,58.13351892548592,52.70482903374691,64.09087051603606,62.80870064681389,441.0,55.64601345003892,53.94829568798787
126,ompR,HHKABJCC_00132,DNA-binding transcriptional dual regulator OmpR,720,-,487,91977.41215069933,112.00238330032414,101.54325030250062,127.74640576486017,125.19077512582632,448.0,106.2279452527727,102.98701102765091
127,greB,HHKABJCC_00133,transcription elongation factor GreB,477,+,88,15413.083900278003,30.548865926708846,27.696117241858296,32.312544864314475,31.666116268645027,88.0,31.496156274407006,30.53523238016604
128,yhgF,HHKABJCC_00134,putative RNA-binding protein YhgF,2322,+,1445,286662.43143268063,103.04725585786633,93.4243806803963,123.45496616394514,120.9851879171097,1437.0,105.6544555151124,102.43101802791692
129,feoA,HHKABJCC_00135,ferrous iron transport protein A,228,+,204,36636.008931265314,148.1583455739725,134.32285569032828,160.68424969853208,157.46968104369566,199.0,149.00865440767225,144.46251311914378
130,feoB,HHKABJCC_00136,Fe(2(+)) transporter FeoB,2322,+,1024,190058.47797283658,73.02449134841184,66.20523585932581,81.85119637073066,80.2137223139525,975.5,71.72297937021027,69.53476554365551
131,feoC,HHKABJCC_00137,ferrous iron transport protein FeoC,237,+,183,32979.45148945762,127.85965935981692,115.91972430758786,139.15380375298574,136.36996242077774,139.5,100.48913898798685,97.4232913993488
132,rpnA,HHKABJCC_00138,recombination-promoting nuclease RpnA,879,+,14,1640.117949957772,2.637363308751702,2.3910780709112847,1.865890728052073,1.828562652282361,14.0,2.719145356299643,2.6361862891036925
133,bioH,HHKABJCC_00139,pimeloyl-acyl carrier protein methyl ester esterase,771,-,107,19904.793427033517,22.980538380398727,20.834543802429042,25.816852693947492,25.300373663848433,105.0,23.2502798461808,22.540931401966397
134,yhgH,HHKABJCC_00140,DNA utilization protein YhgH,684,+,336,42437.80040332452,81.3418367857104,73.74588155547436,62.04356784111772,60.80235528425256,300.0,74.87872080787551,72.59422769806221
135,nfuA,HHKABJCC_00141,iron-sulfur cluster carrier protein NfuA,576,+,3805,721659.9476400695,1093.8631120578373,991.714752055993,1252.8818535417875,1227.8173264200257,3753.0,1112.3701968014955,1078.4326238470253
136,gntT,HHKABJCC_00142,high-affinity gluconate transporter,1317,+,75,14499.447643491712,9.42988264071244,8.549290694480227,11.009451513661134,10.789201938427999,75.0,9.722294045669486,9.425674211365708
